,essay_index,text_id,cohesion,syntax,vocabulary,phraseology,grammar,conventions
728,1029,4EB117877F23,4.0,4.0,3.5,4.0,3.5,3.0
729,583,2C4DE9FD3734,3.5,3.0,4.0,3.0,3.5,3.0
730,3820,FC343CFBE807,4.0,3.5,4.0,4.0,3.0,4.0
731,2791,CC11E4C2FE01,3.0,3.0,3.0,4.0,3.5,3.5
732,1628,7B802407D629,3.0,3.0,3.0,3.0,3.5,3.0
733,1866,8C645419E1B4,3.0,4.0,3.5,4.0,4.0,4.0
734,1884,8E10DA6F8DE9,2.0,2.5,3.0,2.5,2.5,2.5
735,3307,E52C094A1DAA,3.0,3.5,3.5,3.0,3.5,3.0
736,2144,A04B4B412DB3,3.5,3.5,4.0,4.0,4.0,3.5
737,208,0F84CCFB4982,2.0,2.0,3.0,3.0,2.0,2.0
738,724,380164B1BAB5,4.0,4.0,4.0,4.0,4.0,4.5
739,19,01794F5F1423,3.0,3.5,3.0,3.5,4.0,3.0
740,54,046ECC91332C,3.5,3.0,3.5,3.5,3.5,4.0
741,1088,5355F44A1FE4,2.5,2.5,2.5,2.0,2.0,2.0
742,3711,F7DC6C783239,3.5,4.0,4.0,4.0,3.5,4.0
743,1537,762839543BFC,2.0,2.0,2.5,2.0,2.0,2.0
744,2689,C65705E1E072,2.0,2.0,3.0,2.5,2.5,3.0
745,2347,AE370D914104,3.0,3.0,3.5,3.0,3.0,4.0
746,2130,9F7610DBE2DC,3.0,3.0,2.5,2.5,3.5,3.5
747,3038,D940E4357737,3.5,4.0,3.0,4.0,4.0,3.0
748,2037,99A3641592CA,3.0,3.0,3.0,3.0,2.5,3.0
749,1568,7820048B53C8,3.0,2.5,3.0,3.0,3.5,3.5
750,2357,AF4A2E8AD2A5,4.0,4.0,4.0,4.0,4.5,4.0
751,2552,BDA991AF3ABE,3.5,3.5,4.0,4.0,3.5,3.5
752,3484,EE58A33AD551,3.0,3.0,3.0,3.0,2.0,2.5
753,2262,A9544F0E8868,3.5,4.5,4.0,3.5,4.0,4.0
754,3230,E1CAFEEB258E,2.5,3.0,3.0,3.0,2.5,2.5
755,3251,E28221F47AE3,4.0,3.5,3.5,3.0,3.0,3.5
756,1076,526E417A97BD,3.5,4.0,3.5,4.0,4.0,4.0
757,3371,E89C57CE37A6,2.5,2.5,2.5,2.5,2.5,2.5
758,1528,75A20F93C2C4,1.5,1.5,1.5,1.0,1.0,1.0
759,2207,A4A90A401002,3.0,3.5,3.5,4.0,3.5,4.0
760,1676,7F336F4B9442,2.5,2.5,3.0,3.0,2.0,2.5
761,3905,FFCDB2524616,2.5,3.0,3.0,4.0,3.5,3.0
762,978,4ACFA2D3D0A1,3.0,3.5,3.5,3.5,2.5,3.0
763,2600,C0EAFCE50675,2.5,2.0,3.0,3.0,3.0,3.0
764,1661,7E29ACA46157,3.0,3.5,3.0,3.5,2.5,3.0
765,2385,B110268BBFEC,2.5,3.0,3.5,3.0,3.5,3.5
766,479,245B5CD11772,2.5,2.5,3.5,3.5,3.5,2.5
767,974,4A9DB943D7D5,3.5,3.5,4.0,4.0,3.5,4.5
768,726,3816B67C0B31,3.0,2.5,3.0,3.5,3.0,2.5
769,3049,D9B51C663A5F,2.0,3.0,2.5,3.0,2.5,3.0
770,2804,CCDD77656701,3.0,3.5,3.0,3.0,3.5,3.5
771,3410,EA40087521CC,3.0,3.0,3.5,3.5,2.5,2.5
772,2601,C12DEB504856,2.0,2.0,2.0,2.0,2.5,2.5
773,2605,C168D81A3425,3.0,3.0,3.0,2.5,2.0,2.5
774,2320,ACAE11A04F63,2.5,2.5,3.5,3.0,2.5,2.5
775,2113,9E8984D81AC3,2.5,3.5,3.5,3.5,3.0,3.0
776,2316,AC9719A6A375,3.0,3.0,4.0,3.0,3.5,3.0
777,561,2ACFD4F32565,3.0,3.0,3.0,3.0,3.0,2.5
778,205,0F7900292BB6,4.0,3.0,3.5,2.5,3.0,2.5
779,3159,DE8EAEAC72D9,3.0,3.0,3.0,3.0,3.0,2.5
780,2678,C5E4E48AB704,2.0,2.5,2.0,2.5,2.0,2.0
781,3677,F673BCEC3BD1,4.5,4.0,4.5,4.5,3.5,4.0
782,2350,AECE763751DB,3.5,3.0,3.5,2.5,3.0,3.0
783,89,06737289651D,2.0,2.0,3.0,2.5,2.5,2.0
784,644,314E6ED40C6A,3.0,3.0,2.5,2.5,2.5,3.0
785,760,3ACDDFC9DD0C,2.5,3.0,2.5,2.5,2.5,3.0
786,1050,50419253BA19,3.5,3.0,3.0,3.0,3.0,3.5
787,2225,A5F6E232286C,3.5,2.5,3.5,4.0,4.0,3.0
788,823,3F722ACC887E,2.0,2.5,2.5,3.0,2.5,2.5
789,1234,5F88187C25B8,3.0,3.0,3.0,3.0,2.5,3.0
790,1893,8EB2AF12FA77,3.0,3.5,3.5,3.0,3.5,3.5
791,2746,CA10EA3EB6FD,4.0,4.0,4.0,4.0,4.0,4.0
792,1520,750184492A96,3.0,2.5,2.5,3.0,2.5,3.5
793,3031,D9130F5402F6,3.0,3.0,3.5,3.5,4.0,3.0
794,3058,D9FC1CDE9B10,3.0,3.0,3.0,3.0,2.5,2.5
795,143,0AFC8CE27321,4.5,5.0,4.5,5.0,5.0,4.5
796,785,3CED6DDF77BE,4.5,3.5,4.5,4.5,3.5,4.0
797,2050,9A96A89DF959,4.0,3.0,3.5,3.5,4.0,3.0
798,1864,8C44127FF83C,2.5,3.0,3.5,3.0,3.0,3.5
799,2156,A10755158FEF,2.0,3.0,3.0,3.0,3.0,2.5
800,2408,B3145EA3395B,2.5,3.0,2.5,2.5,2.0,2.0
801,3739,F8FE41D805D0,4.0,4.0,3.5,4.0,3.0,3.0
802,171,0D00750E249B,3.0,3.0,2.5,2.0,2.0,3.0
803,412,1F50675D8683,3.0,3.0,3.0,3.0,3.5,3.0
804,2382,B0D627CB7309,4.5,4.5,4.5,4.5,5.0,5.0
805,416,1FACF7E8D0A7,3.5,3.5,3.0,3.5,3.5,3.5
806,2430,B49D86AC2062,3.0,3.0,3.0,3.5,4.0,3.0
807,1294,631F9CBDFD7A,3.5,3.0,3.5,3.5,4.0,3.0
808,3402,E9E68651B168,3.5,4.0,3.5,4.0,4.0,4.0
809,3461,ECF0CBAE7E06,3.5,3.0,3.0,3.5,4.0,3.0
810,364,1BC40A063549,3.5,3.0,2.5,2.5,3.0,3.0
811,2869,D0211302AE30,2.5,3.5,4.0,3.5,3.0,3.5
812,740,3904D0B954A3,3.5,3.0,3.5,3.5,3.5,3.5
813,73,057E81E19740,3.0,2.5,3.0,2.5,2.0,2.0
814,3070,DA86BC9B9FB6,3.0,3.0,4.0,3.5,3.0,3.5
815,3133,DD00E48BC258,3.0,3.0,3.0,2.0,3.0,3.5
816,1265,6134797D8497,3.0,3.0,3.0,2.5,2.0,3.5
817,2208,A4BBB301E3CE,4.0,3.5,3.5,4.0,4.0,4.0
818,2360,AF83C17B5451,3.5,3.5,3.0,3.5,4.0,3.0
819,1988,965DC6768854,3.0,3.0,3.0,3.0,2.5,3.0
820,3590,F28D4ACF03AA,2.5,3.5,3.5,3.5,3.0,2.5
821,1492,732952FF57F2,3.5,3.0,3.5,3.5,3.0,3.5
822,2202,A43F5C97F2E2,3.5,3.0,4.0,4.0,3.0,3.5
823,1216,5EA71157D48F,2.5,2.5,2.5,2.5,3.0,3.5
824,2931,D30D6D7F3D39,3.5,3.5,3.5,3.5,4.0,4.5
825,2099,9DCB91B1F18D,3.5,3.5,3.5,3.0,3.0,3.0
826,3615,F3E2F311D829,3.5,2.5,3.0,2.5,2.0,3.0
827,1998,972782BCDEA4,3.0,3.5,3.5,2.5,3.0,3.5
828,2553,BDAE1D4B6C20,3.5,3.5,3.5,4.5,3.5,3.5
829,2356,AF39DC7FF677,2.5,3.0,3.0,3.5,4.0,3.5
830,631,3012637E06B5,3.0,2.0,3.0,3.0,3.0,3.5
831,3004,D77456B25F73,3.0,3.0,3.0,3.5,3.5,3.0
832,3675,F65D9047F656,2.5,3.0,2.5,3.0,3.0,2.5
833,2859,CFA41112FF1B,2.5,3.0,2.5,2.5,2.5,2.0
834,1080,52B24BAEDC8C,2.5,2.0,3.0,2.5,2.5,3.0
835,1405,6C1913BE2903,3.5,4.0,4.5,4.0,4.0,3.5
836,632,301A4BFAE56A,3.0,2.5,3.0,2.0,3.0,3.0
837,1456,7033DB6BA12E,2.5,2.5,3.0,3.0,2.5,3.0
838,2035,998DA357F910,4.0,3.5,3.0,3.0,3.0,3.0
839,3352,E7EBDBDD703F,3.5,3.5,3.5,4.0,4.0,3.5
840,1851,8B4BB870857D,2.0,3.0,2.5,3.0,2.5,2.5
841,3246,E24A6E61B08D,3.0,3.5,3.5,3.5,3.5,3.5
842,1802,87E123466310,4.0,3.5,4.0,4.0,3.5,4.0
843,2229,A68AABEAAB4B,3.0,4.0,3.0,3.5,3.5,3.0
844,178,0D8EC8868869,1.5,2.0,1.5,1.5,2.0,1.5
845,498,25BFA95D04DE,2.5,3.0,2.5,3.0,2.5,2.5
846,3553,F12FEB0FE5B6,3.0,2.5,3.0,3.0,2.0,2.5
847,484,24C654C85C1F,3.5,3.5,3.5,3.5,4.0,3.0
848,3100,DBC8CBF56BB9,3.5,3.5,4.0,4.0,3.5,4.0
849,2246,A828480AA508,2.5,2.5,3.0,2.5,3.0,2.0
850,2535,BC0B186645A9,3.0,3.0,3.5,3.0,3.5,3.5
851,3022,D86C20117DC9,4.0,4.0,3.5,3.5,3.5,3.0
852,877,436450E48EC8,3.0,3.0,3.0,3.5,3.5,3.0
853,1166,5A89482533D9,3.0,3.0,3.0,2.5,2.5,2.5
854,1689,8087A7C3FCDA,2.5,2.0,2.5,2.0,2.0,2.5
855,1340,6712BD512DB7,3.5,4.0,3.5,4.0,3.5,3.5
856,3836,FD0881855804,2.5,2.5,2.5,2.5,3.0,3.0
857,3181,DF9E11F7A06E,2.5,2.5,2.5,3.0,2.5,3.0
858,759,3A9630FC8DFA,2.5,2.5,3.0,3.5,2.5,2.0
859,2218,A54391563C0F,3.0,3.0,3.5,3.5,3.0,3.0
860,1597,79D634E4575F,3.5,3.5,3.0,3.5,3.5,2.5
861,1356,683A4FE3661C,3.5,3.0,3.0,2.5,2.5,2.0
862,3357,E812CBED82E3,2.5,2.5,3.0,2.0,2.0,2.5
863,1598,79F917A8CFEC,4.0,3.0,3.5,4.0,4.0,3.5
864,992,4BFB5768916D,2.5,2.5,3.0,3.0,2.0,2.5
865,2093,9D8B3825C355,2.0,3.0,2.5,2.0,2.0,2.5
866,2615,C1EAD0C50570,2.5,2.0,2.5,2.5,2.0,2.0
867,2907,D1EB6E3F8A28,2.5,2.5,3.5,2.5,3.0,3.0
868,1843,8AB55CB5992E,3.0,3.5,3.5,3.5,3.0,3.5
869,2856,CF4E6D77F514,4.0,3.5,3.5,4.0,3.5,3.5
870,3831,FCD0FB7FE622,2.0,2.5,2.0,2.5,3.0,2.5
871,319,17230E94E6CF,2.0,3.0,2.5,2.0,2.5,2.5
872,184,0E07647BBC59,4.0,4.0,4.0,4.0,3.0,3.0
873,2734,C92C73888D49,2.0,2.5,2.5,3.0,2.0,2.5
874,2698,C6DDD966C9FC,4.5,4.5,5.0,4.5,4.5,4.5
875,3397,E98FABC326F7,3.5,2.5,3.5,3.5,3.5,3.0
876,2810,CD52F56B2392,3.0,3.0,3.0,3.0,2.5,2.5
877,2028,98FDB2315471,1.5,2.0,2.0,2.0,2.0,1.5
878,839,40788D50B102,3.0,3.5,3.5,3.0,3.5,3.5
879,3383,E8F6D6EA06F1,3.0,3.5,3.5,3.0,3.5,3.5
880,539,2940713292A0,3.0,2.5,3.0,2.0,2.5,3.0
881,1154,593E2802E27C,2.5,3.0,3.0,2.5,3.0,2.5
882,801,3E1A0BAC4372,2.5,3.5,3.0,3.5,4.0,3.5
883,2245,A81E2C81BCAB,3.5,4.5,4.5,4.5,4.0,4.0
884,2530,BBE74D844874,3.5,3.5,4.0,4.0,3.5,3.5
885,1135,58255BF759C0,3.5,4.0,3.5,4.0,4.0,4.5
886,210,0F9FDD188673,2.0,3.0,3.0,2.5,3.0,2.5
887,3562,F167D1995565,2.5,3.0,2.0,2.5,2.5,3.5
888,65,0506BAC596A7,2.0,2.5,2.5,2.5,2.0,3.0
889,863,423B413192FA,3.5,3.5,3.0,3.5,3.0,3.0
890,2877,D08BCAC0B1D6,2.5,2.0,3.0,3.0,2.5,2.5
891,2661,C4A874260D21,4.0,3.5,3.0,3.0,2.5,3.0
892,3812,FBE180CF324E,4.5,3.5,4.0,4.0,3.0,3.0
893,1132,57E8161AEF27,2.5,2.0,2.5,2.5,3.0,2.5
894,1026,4E81E4116D94,3.0,3.0,2.5,2.0,2.0,2.0
895,2328,AD175892EC1C,3.0,3.5,3.5,3.0,3.0,4.0
896,341,197F95A99618,4.5,4.5,4.5,4.5,3.5,4.0
897,2988,D6504339A690,3.0,4.0,3.5,4.0,4.0,3.5
898,875,43533F92E05B,3.0,3.0,3.0,2.5,2.5,3.0
899,1506,73D5C8D99F72,2.0,2.0,2.5,3.0,2.5,2.5
900,372,1C2665B95694,2.5,2.0,3.0,2.5,2.5,2.5
901,2259,A9290F062546,2.5,2.5,3.5,2.5,2.0,3.0
902,889,4477C08B4960,2.5,3.0,3.0,3.0,3.0,3.0
903,3375,E8BF036DCFA5,3.5,4.0,3.0,3.5,3.0,3.0
904,3017,D81AEDF6E262,3.5,3.5,3.0,3.0,3.5,3.0
905,3093,DB8F7B150495,3.0,3.5,3.0,3.0,3.5,3.5
906,1325,65975436BE5C,4.5,3.5,4.0,3.5,4.0,3.0
907,2402,B2AD2177A42C,4.5,4.0,4.0,4.0,3.5,3.5
908,3368,E883A8265183,2.0,2.0,3.0,3.0,2.5,2.0
909,96,074FA0221628,3.5,3.5,2.5,3.0,3.0,3.0
910,2578,BF5E801B7FD6,2.5,3.0,3.0,2.5,2.5,2.5
911,2865,CFFD84E8F43B,2.0,2.5,2.5,3.0,2.0,3.5
912,3600,F2DE30047DF9,2.5,2.0,2.5,2.5,2.0,2.5
913,129,0A082DA0A890,3.0,3.0,3.0,3.0,2.5,2.5
914,2119,9EB7D09C785B,3.0,2.5,2.5,3.0,2.0,2.5
915,1635,7C31C5E519FF,3.0,2.5,3.0,3.0,3.0,2.5
916,1985,963AD357A595,2.0,2.0,2.0,2.0,2.0,2.0
917,3789,FAA9FC1B315B,4.0,3.0,3.5,4.0,3.5,3.0
918,2592,C02F3803D0D1,2.0,3.0,3.0,3.0,3.0,3.5
919,3112,DC467256CD82,4.0,4.0,4.0,4.0,3.5,3.5
920,3262,E2F767441B44,5.0,4.0,4.0,4.0,3.0,4.0
921,370,1C17939C40A7,2.5,2.5,2.0,2.0,2.0,2.0
922,1788,87694700310E,4.0,4.0,4.0,4.0,4.0,4.0
923,2116,9EAB766AF4BE,3.5,3.0,3.0,3.0,3.5,3.5
924,1820,894C9DC473A0,2.5,2.5,2.5,3.0,2.5,3.0
925,994,4C17DB6FF2DC,3.0,3.5,3.5,4.0,4.0,3.5
926,881,43EE2C3C7EB5,4.0,4.0,4.0,4.0,3.5,4.0
927,737,38DF7BD353A9,3.5,3.0,3.0,3.5,3.0,2.5
928,231,10E11F30F47C,3.5,3.0,3.0,2.5,2.0,3.0
929,377,1CC7C3E50765,3.0,2.5,3.5,2.0,3.0,2.5
930,3176,DF328FBE5029,2.5,2.0,3.0,2.5,2.5,2.5
931,2943,D3999CF53EFE,3.0,3.0,3.0,3.0,2.5,3.0
932,432,20AA145EB328,4.0,4.0,4.5,3.5,4.0,4.5
933,1361,6886DF2A98BE,3.5,3.5,4.0,3.0,4.0,4.0
934,2824,CDDCA13DB734,3.5,3.0,3.0,2.5,2.5,3.5
935,1378,6A0DE6BCFA73,3.0,2.0,3.0,2.0,2.0,2.5
936,1591,79662DEC0A1B,2.5,2.0,2.5,2.0,2.0,3.0
937,1143,58A9AE90D009,3.5,3.5,3.5,4.0,4.0,3.5
938,172,0D0CADFF33DF,2.5,3.0,4.0,3.0,3.0,3.5
939,1876,8D734AF72931,3.0,3.0,2.5,2.0,3.0,2.5
940,814,3F1E511E2E1E,4.0,3.5,3.0,3.0,3.5,4.0
941,3495,EEDF62EFA5D7,3.0,3.0,3.5,3.0,2.5,3.0
942,2266,A9A152AAFBE1,3.0,3.0,4.0,4.0,3.5,3.0
943,948,48940AA0656E,2.5,2.0,2.5,2.5,2.5,2.0
944,16,01405C3C569D,3.0,2.0,3.0,2.5,2.5,2.5
945,2026,98D8FF9E3C56,4.5,3.5,4.0,3.5,3.0,3.5
946,2020,98823BEE8E85,3.0,2.0,3.0,3.0,2.5,3.0
947,2970,D579D6F26A91,3.0,2.5,2.5,3.0,2.5,3.0
948,367,1BE638E9C951,3.0,3.5,3.0,3.5,3.5,3.0
949,1406,6C3B373B84C2,3.5,3.5,3.5,3.5,3.0,4.0
950,3505,EF3A72193AAF,2.0,3.0,3.0,2.5,2.5,3.5
951,3756,F99CE431D554,2.5,3.0,2.5,2.0,2.5,3.0
952,2584,BFB1E692333A,3.5,3.5,3.5,3.5,3.5,3.5
953,2715,C7CE778367F6,3.5,3.0,3.0,3.0,3.0,3.0
954,3308,E545B850725F,2.5,2.5,3.0,2.5,2.5,2.5
955,1848,8B1D74DDA04B,2.0,1.5,2.0,2.0,2.0,1.0
956,2991,D684AE8A9418,4.0,4.5,4.5,5.0,4.0,4.5
957,2996,D6C9DE61BAF4,3.0,2.5,3.0,3.5,2.5,3.5
958,1935,920BEE439862,2.5,2.5,3.0,2.5,2.5,3.0
959,3061,DA228B928B61,2.5,3.5,3.5,3.0,3.5,3.5
960,1624,7B557B2F27CE,2.5,2.5,3.0,2.5,3.0,2.5
961,3118,DC7F27315FCF,4.0,3.0,3.5,4.0,3.5,3.0
962,542,297ABDDBAA92,3.0,2.5,3.0,2.0,2.5,3.0
963,2454,B6D958C73D90,3.0,2.5,2.5,3.0,2.5,2.0
964,1459,70996505E3B0,2.5,2.0,3.0,2.0,2.5,2.0
965,1668,7EB7BB90A2F0,2.5,3.0,3.0,2.5,2.5,2.5
966,1903,8F3B39C509B9,2.5,2.0,3.0,2.5,3.0,2.0
967,552,2A4B5673EBAC,2.0,1.5,2.0,1.0,1.5,2.0
968,362,1BA1FD29BF69,2.5,3.0,3.0,3.0,3.0,3.5
969,549,29FCF6DFFFFC,3.5,3.0,3.5,2.5,3.0,3.0
970,3728,F886A2B6F351,3.5,3.5,4.0,3.0,3.5,4.0
971,81,05F54CEC774B,3.0,3.0,3.0,3.0,3.5,4.0
972,1730,830CCF8E0B23,3.5,4.0,4.0,3.5,3.5,4.0
973,3664,F5EFA67354E6,3.5,3.5,3.0,4.0,3.5,3.0
974,355,1AE2E7D8DFA3,3.0,3.5,3.0,3.0,3.0,3.5
975,2083,9C7B4130AA3E,3.5,4.0,3.5,4.0,3.0,4.0
976,2449,B5FFED1536FE,2.5,2.0,3.0,2.0,2.5,3.5
977,2606,C16EB45BDFF5,3.0,3.0,3.0,3.0,3.5,3.5
978,554,2A6F8A794455,3.0,3.0,3.5,3.5,3.5,3.5
979,693,3564BBEC4A09,3.0,2.5,3.0,2.5,2.5,3.0
980,2921,D293D510A140,3.5,3.5,3.0,3.0,3.5,3.0
981,649,323F5DADC975,2.5,2.5,3.0,2.5,2.5,2.5
982,3175,DF23B896A1C2,2.5,3.5,3.0,3.0,3.5,3.0
983,3242,E22F1FD54169,3.0,2.5,2.5,3.0,3.0,2.5
984,420,1FE3EE0E16A8,3.0,2.5,3.5,2.5,2.5,2.5
985,3557,F144EA4BE505,1.5,1.5,2.0,1.5,2.0,1.5
986,1229,5F4D9997A207,3.0,2.5,3.0,3.5,3.0,2.5
987,1089,535D427F9FF9,3.0,3.0,3.0,3.0,2.5,3.5
988,3254,E2B6281D99BD,3.0,2.0,3.0,3.0,2.0,2.0
989,2998,D6FF6E26EB7D,2.5,2.5,3.0,2.5,3.0,2.0
990,2305,ABEA8B5724EF,2.0,3.0,2.5,3.0,2.5,2.5
991,960,4967076F4E7F,3.0,2.0,3.0,2.5,3.0,3.5
992,1164,5A3B42349C84,3.0,2.5,3.5,3.0,2.5,3.0
993,371,1C1E049AB15F,3.5,3.5,3.5,3.5,3.0,3.0
994,3467,ED40DCB2F669,3.0,3.0,3.5,3.5,3.5,3.5
995,2705,C7294E1E615D,2.0,3.0,3.0,2.5,2.5,2.5
996,1575,78704F723AE5,2.5,2.0,3.0,2.0,2.5,2.5
997,1484,727DEC0706F0,3.0,3.0,3.0,3.0,2.5,3.0
998,2548,BD889A4D831B,3.5,3.5,4.0,3.5,3.5,4.0
999,3504,EF36F9497E96,3.5,3.5,3.0,3.0,2.5,3.5
1000,1858,8C01B86DE888,4.5,3.5,4.0,3.5,3.5,4.5
1001,258,12E3D52345C6,5.0,5.0,5.0,5.0,4.5,5.0
1002,769,3B8E36166444,3.0,3.0,3.0,2.0,2.0,2.0
1003,2061,9B4BD1687FA0,3.5,3.0,4.0,4.0,3.0,3.5
1004,2018,9872487371ED,3.0,2.5,3.5,3.5,3.0,3.0
1005,3211,E0ED97D6F88B,2.5,2.0,3.5,3.0,3.0,3.5
1006,114,0877E6A813FE,2.5,2.5,2.5,2.5,2.0,2.0
1007,1816,88FD25AC86CF,3.0,2.0,3.0,3.0,2.0,2.5
1008,1594,7999A063F80E,3.5,3.5,3.0,3.5,3.5,3.5
1009,957,495A94390744,3.5,3.5,4.0,3.5,3.5,3.0
1010,2289,AB142AA123BC,3.5,3.5,3.0,4.0,4.0,4.0
1011,679,346D75CE413A,2.5,2.5,3.0,2.5,2.5,2.5
1012,2325,ACEDBB3C81A0,3.5,2.5,3.0,2.5,2.5,3.5
1013,56,047BD3CB80B4,3.5,4.0,4.0,4.0,3.5,4.0
1014,3745,F9111CF0A009,3.5,2.5,3.0,3.0,2.5,2.5
1015,435,20E194B18D0E,4.5,4.0,4.0,4.0,4.5,4.5
1016,1057,5098F28A2EF3,4.0,3.5,4.0,3.0,4.0,3.5
1017,155,0BB9FAE6E27B,3.5,4.0,4.5,4.0,3.5,3.5
1018,3749,F951F260E983,2.5,2.5,2.5,3.0,3.5,2.5
1019,1016,4E0094B179E0,4.0,4.0,4.5,4.5,4.5,4.0
1020,60,04B6FD84A066,4.5,4.0,5.0,4.5,4.0,4.0
1021,2077,9C37912D9442,3.0,2.5,3.0,3.0,2.5,3.0
1022,782,3CD660D1E7BB,4.5,4.0,4.0,4.5,4.5,4.5
1023,35,037C88B5B111,4.0,3.5,3.5,3.0,3.0,3.5
1024,3287,E43EB471951D,2.5,2.0,2.0,2.0,2.0,2.0
1025,1650,7D519DA76B29,3.5,3.5,3.0,3.5,4.0,4.0
1026,1060,5132328226C2,5.0,5.0,5.0,5.0,4.5,4.5
1027,358,1B4C8AD95EB5,3.5,3.5,3.5,4.0,3.5,4.0
1028,1123,570595740274,3.0,2.5,3.5,3.5,2.5,3.0
1029,3842,FD48D4BB6F06,4.5,4.0,4.0,4.5,4.0,4.0
1030,3798,FAF6B6E4DFF4,3.0,2.5,3.0,2.5,2.5,2.5
1031,524,280F4A13DE2B,3.0,4.0,3.0,4.0,4.0,3.0
1032,1200,5D12067722AD,2.5,3.0,3.0,3.5,3.5,2.5
1033,3051,D9BC7F4F22F0,2.5,2.5,2.5,3.0,2.5,2.0
1034,265,1348668DF845,3.5,3.5,3.5,4.0,3.5,3.5
1035,1585,790891A35047,2.5,3.0,4.0,3.5,3.0,3.5
1036,1664,7E5F489C8CE4,3.0,2.5,4.0,3.0,3.5,4.0
1037,1968,94EC7DF6EA74,2.5,2.5,3.0,3.0,3.0,3.0
1038,1518,74E468FCE398,3.5,2.5,3.5,3.5,2.5,3.0
1039,3326,E65D5A2616D2,3.0,3.0,3.5,4.0,3.5,3.5
1040,3071,DA8E64EC1304,3.0,2.5,3.0,2.5,2.0,2.5
1041,3235,E20DE200FEA8,3.5,4.0,3.5,3.5,4.0,4.0
1042,2514,BAEC88ECE833,3.0,2.5,3.0,3.0,2.0,3.0
1043,336,1928846BB272,3.0,2.5,3.0,2.0,2.5,3.0
1044,2596,C0800EF2C22A,2.5,3.0,2.5,2.0,2.0,2.5
1045,1156,597D76A3BF40,4.5,4.0,4.5,4.5,4.5,4.0
1046,887,446CE95CF3F2,3.5,3.5,3.5,3.5,3.5,4.0
1047,494,2567C158F746,2.5,3.0,2.5,2.5,2.5,2.5
1048,580,2C0F002E8882,2.5,3.0,3.0,2.5,2.5,3.0
1049,3607,F38E063ED945,3.0,3.0,4.0,3.5,3.5,3.0
1050,3651,F581373D36A4,3.0,2.5,3.0,2.5,2.0,2.5
1051,3312,E566F0D20F98,4.0,3.0,3.5,3.5,3.0,3.5
1052,2479,B84FF4E3504F,2.0,2.5,3.0,2.5,2.5,3.0
1053,1189,5C3A7990C870,3.5,3.0,4.0,3.5,2.5,3.5
1054,3199,E083802BEB79,3.0,3.0,3.0,3.0,3.0,3.0
1055,212,0FF307182628,2.5,3.0,2.5,2.5,3.5,3.0
1056,2976,D5A110D65134,3.0,3.0,3.0,3.5,2.5,3.0
1057,1064,51BAD5699073,2.0,3.0,3.0,2.0,2.5,3.0
1058,75,05903AA4540F,3.0,2.5,2.5,3.0,3.5,3.5
1059,3138,DD66EBC605D1,4.0,3.0,4.0,3.0,3.5,3.0
1060,1312,64B53DEF0467,2.5,3.0,3.0,3.0,3.5,2.5
1061,1031,4ED1965FD68F,3.5,3.0,4.0,4.0,3.0,3.0
1062,3408,EA1B7D05FE81,4.0,3.0,3.5,3.5,3.5,3.0
1063,247,1247CB034EF7,4.0,3.5,3.0,3.5,4.0,3.5
1064,1595,79AC659EC790,3.5,3.5,4.0,4.0,4.0,4.5
1065,3654,F58DF8739B42,3.0,3.0,3.5,2.5,3.0,2.0
1066,1500,7382F8B16AAF,3.5,3.0,3.5,4.0,3.0,3.0
1067,1919,9086C0A2BF10,3.0,2.5,2.5,2.0,2.5,3.0
1068,186,0E22A47D358E,2.0,2.0,2.5,2.5,2.0,2.0
1069,3210,E0EBA1995BCB,4.0,3.5,3.0,3.0,3.5,4.0
1070,2015,985A32A20F03,3.5,2.5,2.5,2.5,3.5,2.5
1071,2056,9AFAE6562E98,4.0,3.0,4.0,3.5,3.0,3.0
1072,2703,C71E82A97BD3,3.0,3.0,3.5,3.5,3.5,3.0
1073,1622,7B38A110CC94,4.0,3.0,3.5,3.0,2.5,3.5
1074,3157,DE8162CAC353,2.5,3.0,3.0,3.0,3.0,2.5
1075,1075,525E9A75CAA0,3.5,3.0,3.5,3.0,3.0,2.5
1076,3676,F66B2BAB7E4C,3.0,3.0,3.0,3.0,3.0,3.0
1077,3737,F8F7785B285B,2.5,2.5,2.5,2.5,2.0,2.0
1078,1781,86BB790A5875,3.0,3.5,3.5,3.0,3.0,3.5
1079,2422,B3F18E671DF2,3.5,3.5,3.5,3.5,3.5,3.0
1080,1655,7DB5E5FA8324,3.0,3.0,3.5,3.0,3.0,4.0
1081,32,032EA4B76BF5,3.5,3.5,3.0,3.0,3.5,3.0
1082,3344,E78C1D3328E3,2.5,2.0,2.0,2.0,2.0,2.5
1083,1124,573E39E45177,3.0,3.0,3.5,2.5,2.5,3.0
1084,2816,CD9FDD5F9F9E,4.5,4.5,4.5,4.5,4.5,5.0
1085,445,2175BC2F7C2C,2.5,3.0,3.5,3.5,3.5,3.0
1086,3358,E81B50098AAC,2.5,2.5,3.0,2.5,2.5,2.5
1087,464,22F571F54234,3.5,4.5,4.5,4.0,4.5,4.0
1088,3502,EF1CF9E844F7,3.0,2.0,2.0,2.5,2.0,2.0
1089,3865,FE69FBDD5681,3.5,3.5,3.5,3.5,4.0,3.5
1090,2179,A2C232F3D92C,3.0,4.0,3.0,3.0,3.0,3.5
1091,1681,7FED050A6D55,3.0,3.0,4.0,3.0,3.0,3.5
